#;PSRJ;RAJD;DECJD;P0;P1;DM;
#;;(deg);(deg);(s);;(cm^-3pc);
348,J0919-42,139.750000,-42.000000,0.812600,57.80,*,*,*,
349,J0919-6040,139.866125,-60.680667,1.216976,82.50,26.000,*,0.23,
350,J0921+6254,140.308897,62.903864,1.567994,13.15,38.000,5.00,0.50,
351,J0922+0638,140.558425,6.639806,0.430627,27.30,10.500,52.00,4.20,
352,J0922-4949,140.562337,-49.820022,0.950289,237.10,6.900,*,0.52,
353,J0922-52,140.500000,-52.000000,0.009680,122.40,0.790,*,0.16,
354,J0923-31,140.991667,-31.950000,*,72.00,*,*,*,
355,J0924-5302,141.036208,-53.045611,0.746295,152.90,15.000,12.00,1.10,
356,J0924-5814,141.129167,-58.235111,0.739501,57.40,41.000,22.00,4.30,
357,J0927+23,141.904167,23.783333,0.761886,23.00,*,1.00,*,
358,J0928+06,142.183333,6.233333,2.060400,50.00,*,*,*,
359,J0928+30,142.179167,30.616667,2.091900,22.00,50.000,*,*,
